"p=6","p=8","p=10"
16.5735913802635,20.5462112870004,15.466912633115
18.0794248209006,12.2749874515938,23.9900275751692
25.4326451352357,24.4743872927181,15.6461750760971
12.4787726476501,13.5617188094473,20.2619754122732
8.971337035426,28.2097595633171,21.9990601737808
17.4202831607566,12.9329434227126,13.2345118408942
6.6794193622382,17.1517615801568,7.7553413648458
2.49687942246545,30.0862290471281,6.79653365967564
16.5656566003462,6.14924274453878,15.7428913730531
5.39032963014451,4.74936973436901,12.1320276445839
5.24189521964459,7.88899881186454,19.8310557576366
8.4850861357652,10.6352267845859,30.475375124196
14.886606377696,14.8954489336802,45.213306838449
7.41744719308981,4.3279205304416,29.4307269906499
12.8273148704061,18.6302183597012,15.3439913816432
4.43683863344502,9.1575573300938,16.6910711639202
13.4112019145665,12.3828223075442,23.2050344000813
17.365866847087,31.5436451445498,28.1183531054937
14.8401552426708,12.0204570518809,24.8388360530148
14.1871843276189,11.0845447279492,20.6150150199058
17.9844760601871,11.3945328836094,4.31186134260003
11.7034861251648,13.206517914249,20.4739126670129
16.1085968795243,29.6077063734429,16.2372553424272
9.60411674195139,9.26717145479247,16.6480279490792
19.6819967857617,6.66484467711797,14.0161452352163
17.1927032110235,11.3420101122824,20.2398329781401
19.1610930456508,9.07427485618774,15.0579405319094
28.8315376357708,12.2043196220872,17.0894625514868
10.4255877491593,22.8055607071418,15.2663895805632
3.28325621746663,15.1889428947168,18.7666678667148
14.1982567271739,22.1546192874778,19.6623715895201
13.3763100544477,10.6306361706623,30.9739544169141
11.9075097741265,15.9128953132917,9.19272967788519
17.0737274109851,17.6823179519662,28.5624969076835
4.02246140143843,13.9975155081572,11.6731283941044
5.10308791729012,9.83224436072511,14.6970994616063
13.1600255580197,45.4362255992945,11.4585290086134
2.45098262477358,7.3461299744214,12.8118510436651
13.1050596559369,10.8989857578054,16.0962777536833
9.98628925878608,10.2724271045871,7.76712521711808
13.9681130967214,9.08673589807778,20.9801860735983
4.15476566642406,6.23308260050342,21.3865060762964
6.35126415634904,12.5515944486016,11.0820896474369
13.7181763077117,9.87212544337291,18.3214888486737
17.4957875699137,16.7790163519584,11.6364697471866
8.31330902277242,25.9465742573798,6.23646727365124
4.25736559443718,27.53316120621,33.3109851134492
28.5189043772313,13.228177122686,26.1471003963545
11.3180925984108,24.866592694073,10.835907159172
8.33530784911329,20.9011858102332,21.9002009734441
3.14423169568977,6.37611260310227,21.9660272721821
5.32245125599419,32.2347382992463,18.1406500551543
14.8970790964647,11.3902143734686,23.8104853445443
11.8186790939425,26.2890034493849,28.7388757110638
32.3650476289049,20.8250527731056,39.480341365979
23.5087198450225,11.1949270971015,12.7695325673774
7.72800807951196,64.8899184506966,14.345595209275
21.4711576693147,4.85605870872655,29.0795362828131
17.2961710101708,26.3585839206426,14.9065860944338
10.1418382687332,32.8550027999067,6.27111685842913
19.8860419864976,20.1304730035667,9.16395469758017
2.39980955543896,10.8511554692233,35.1712523128982
6.94440645987417,14.7329645361653,17.0032474333041
16.7522904662791,8.64666133995003,8.14906413995097
16.5897169515619,14.2798000522402,25.3917457882838
2.80462641023633,8.29330047874189,50.5436044756832
9.32876440414281,15.2142618740131,25.3413337703045
3.37514083623892,6.37703310166954,20.4234695436623
9.37956968063639,21.835495986452,25.796842117197
9.95232453639776,4.81600156688336,15.3726006649097
26.6045086719414,14.3674699262143,10.2448877584973
12.0749048045011,21.2428526733787,20.6960694115741
4.14770324729454,25.9591537586047,35.233511418464
12.4654746446751,13.1665443131741,7.16295278060856
13.6888287431148,11.3040472435962,19.0151575176197
9.24825802494618,25.6617385383192,40.9485384759901
9.50578963369992,12.6579309960184,22.1072125369567
12.0983764725484,13.9803248898801,21.8264596768439
7.64254723550929,19.6284678852904,29.3652926497478
16.7877387025961,7.05282739455189,6.07940628607095
32.2180308028941,8.09894608179139,12.2012160417328
6.1158493579533,9.76210300510003,27.9411922558783
5.84777372187156,5.09065933229833,15.8063828529313
12.5494712659694,12.8581362487442,25.8821636957734
11.2125827612648,9.23554608941448,12.7714606206812
17.8334781151766,8.76398799211145,4.73880226175122
13.7070666844737,17.0576826793099,10.0385629349897
13.3941919216506,11.4007034398515,20.3798588838634
29.2474885881653,23.1813422007091,17.4764504172201
7.34940056885828,28.130354478548,50.4833291384214
11.834658821206,11.4320412395136,33.4427108748007
6.62057360697108,10.3727982469411,34.7097508413336
21.7882274224905,7.03436062077041,25.641122377632
6.62046307705879,16.8120556021256,18.4182268023213
14.6779202957411,5.92148997113544,23.7672438010562
16.0049690691162,10.1745919428318,10.913255636045
14.7248296557283,15.2303269372763,22.3349143729511
2.40432650338181,18.1202297058517,27.2676392627625
3.26775528070694,7.80886941295351,19.4652785731045
18.9665662224318,8.2427122691218,12.8528655092616
23.4220916311382,13.9496107416648,7.40702745889589
1.48891779325952,10.2830221560118,34.5390065754239
6.57436522594913,7.29827289201648,16.845057488846
4.52029072693252,10.9463775207847,13.060675129751
5.92004500181254,7.28645569041411,19.4227514532963
16.3940834323228,15.4905185923731,9.17144062858705
17.3944219437839,10.5388774158423,8.91951600310926
14.9265620290634,19.266358084286,15.5811054250154
5.76809521839317,14.5743185834458,24.6477391289869
11.6108953569808,42.6092658976045,8.7115384207689
14.4243496684567,21.5421733884664,21.2142150328701
8.24101494667932,14.8020528950361,20.1986285783498
10.6918016136182,16.8749407961286,13.1527159919903
5.94128355504395,7.55143761515762,22.2796263056213
17.9970127931716,11.5296187380884,13.0281129718617
14.3225822218893,9.66176021507751,14.3731338968629
2.99361128256724,12.4462322666059,10.2819819484272
13.6007327453793,18.5876464938928,14.555427932484
13.6956594013101,14.4286354126567,15.7395075384078
14.0780179807408,4.93955762489996,13.894500626849
12.8602292348624,17.9493327898098,20.3168169735106
21.4016878340171,10.8998560380072,16.421132328796
11.0865463312133,25.4401820336306,23.1679164448683
4.25912910382364,8.62729401942993,10.1480819168322
11.7501822445841,12.0022608002388,16.1868366554836
18.0024380343893,15.4895927443813,18.1889774655754
10.0479933065117,6.94823654519633,22.8660264835251
9.76450881058449,27.3543974403883,36.7482648346887
35.6136517439147,11.4247927147711,18.6635979374519
10.8174840000368,19.6250600501567,26.2992742956349
12.4473270755891,21.4617148334816,8.44693611948038
11.5407405647383,20.0644897115681,7.37449425993135
9.92627514866288,13.5710379046086,13.5604136176224
13.9640026154062,5.98396931546296,13.9275522874229
45.0939800915493,19.4031836154074,41.7289781084367
12.6348938337648,16.5126796566654,36.8531496493611
18.461712144884,25.4511408759559,15.978371374853
19.7195173645355,17.9077388226681,5.50616188756811
31.1190275974463,18.4895919308824,17.0897242464269
17.232770450751,34.3379096746706,13.9554009781941
2.2436930281141,4.90874560582289,24.4077729693094
5.1960901755861,12.0429773887651,27.6670149141174
6.59142879632246,15.9634877534961,33.7968954199771
6.67415184259829,23.1377843276008,14.29876178401
9.36177878639326,10.6923152108201,14.943333221058
5.99208508084033,9.62119404466097,19.9737104892793
18.6976813962807,20.8343283330356,5.86921639350896
4.65762455571969,18.6277988387647,10.5447093539814
8.42923180838758,8.58744789792671,12.0207859769891
19.1628945415989,9.483547051634,19.4345931278109
11.1544999310579,25.4197318304004,12.1047436710161
8.04558362316817,13.9034778024367,24.7154870122299
17.8027310717106,14.0101686637113,31.5445530018135
11.0509453728305,7.49051247847894,25.9273164715601
14.4751802145202,8.18008886588223,17.3222787949674
9.68022524910114,13.3516725399893,8.7310965668583
7.05781843830421,16.3434054266954,25.1167427350458
12.4217742026021,32.9975127221301,11.9520089415115
15.3461195219174,4.57670944700925,10.2657375283211
6.45094392942455,13.4045674313263,14.4437189057983
18.7854340676265,7.23747864958347,7.2602030524698
7.56308089359201,13.0007435395235,10.1077570392388
10.7483301561072,18.0704068696811,22.2210058813222
13.8266148216846,13.5585841637212,12.1906494516071
15.7716625333246,8.12473493057924,24.0778182670506
15.7545071780668,37.3311212612313,15.2318121242248
8.14489047634718,13.0567712811725,15.7427052881706
13.5112703997097,19.7179053381012,13.4603178508902
12.8280846949199,21.3315411870064,8.47728842501953
7.53919615100386,13.6265467523023,16.2929727192986
9.75915725925505,14.654947422503,4.93802328113162
8.83758416501375,12.8710638090043,11.8782177757092
6.18208728173222,25.7267988546932,8.46267934064209
8.5271423191074,12.6441002214078,50.3120825009151
22.4372879125453,5.45778534721259,11.7135126961983
3.88847444732386,36.5498245342652,28.1979210829633
6.92108822411824,13.6971657320729,90.0795208624142
13.312216726425,6.06507740671531,20.2629756293061
10.8262891157955,11.4110478808929,13.9440294149876
5.78490856397012,15.8832546492089,12.6336051758994
10.5333453796479,32.4185211694914,35.7853254660816
5.59079098104132,21.5022246534198,10.7659595123686
11.1651891114997,14.2221572374401,16.2559347249859
15.5828813212079,13.6693171945808,6.57961183958532
18.6867725899269,36.5283936207506,16.8013858173111
7.14302837768259,20.8750180134219,8.25665002847772
14.861249495354,18.4455559460309,17.0874963832243
3.11382060388206,13.3311801887901,24.9777505998706
16.1816136318504,24.7556017882004,22.5405405783309
7.6816625477709,12.9876376327537,42.908997737924
6.18863402411018,14.1404552454896,10.6916244739026
9.39003440657125,8.0175182491104,35.8358219470604
7.10543733369654,16.2311121530843,11.559912007733
31.6001846296585,10.5366975553012,31.447243172047
11.7247110371643,7.3330604093654,18.5284982033859
5.72782606774094,27.5554887998777,15.6174071512421
5.49422130921845,7.42844156802141,26.0070240044969
15.6651668099898,21.5306896180995,20.7605329526475
13.7318566441195,10.9598919569701,10.2167892577013
4.7041746632786,21.8183789830085,13.9111249902629
10.5713683896679,11.4968572631806,34.4357003370962
