"p=3","p=4","p=5"
27.9901831616825,12.9753859444424,6.31774161581787
3.07741933007416,8.75451500118181,12.9042191580263
12.6008694569999,5.27713393489524,5.3258933813076
2.6060962264548,20.3220849187677,9.21247565180525
4.42769967615842,15.2649130466076,16.0304242743756
6.14896999989337,15.5023829718563,4.13870354320747
2.83497738858321,12.3545654959375,4.13645202751541
9.15323228973925,1.8981336211379,5.36395773850838
4.50256297316119,9.21405155939294,6.67110360030598
13.6452102975101,4.92175337587797,9.01107515326895
2.61034174196121,3.37373568732162,11.6382379733315
5.81236519242308,5.50339352165995,18.8156308749409
1.55820617566251,15.8587090363489,6.95710834921155
4.67136420159035,1.67103195382576,4.34854845203388
5.47781658882779,18.0168974890292,6.51796558702928
6.13648498614044,4.54273672468847,4.85193073525728
4.44351833848506,4.88232087411611,13.8452828682904
6.11473633971832,10.1379029683389,3.5903711297145
3.9900167525853,22.5342458857153,3.1458878860495
7.51582446939053,5.8829757709707,4.140651365962
7.26660982814411,3.64852098768723,0.574334641713659
4.07360501760616,14.2060998606441,13.3064714750669
6.48628099807383,9.35876856141071,8.24292572188007
4.21883128671103,11.5446554809788,10.2388539728029
17.8824879558282,6.13951857155531,6.80199950434484
9.99161079055393,1.77095875472733,9.33281283418536
9.10754686698322,6.5040743448126,7.07376926727779
7.06018980484775,6.15966888430824,12.9981736949682
0.866071848977924,7.55167617986472,9.03670833526312
4.62439981059159,1.6624483635907,9.88902822987593
6.21919475030821,21.0567781795143,6.47984106141996
3.13498631015463,6.39137002506755,19.79349571017
3.57548500603558,11.6467487117836,8.52285534207273
5.99864656141813,2.52734929750089,12.2554027377806
14.5684437307856,13.3602302890442,9.03320169188741
5.80537413215199,8.79766455027485,6.17257241648133
3.06359253405611,3.62026544768086,17.1128317620669
11.7633098934691,1.4454962138216,8.69325425679343
8.90633574586515,7.54498317967751,30.3657473319708
11.8747239252101,6.88335773475548,8.46036712611187
18.9435508956431,3.6898205647287,14.1107787546233
2.87275834144731,1.69504933956466,9.48218294989455
2.0768408872808,7.47448797617814,8.29320540650121
9.71266511455621,9.32370714394684,7.8166950314801
5.82967603734101,3.21879280602713,10.2666686401503
4.83997937643039,13.0443028152446,11.9745977130499
2.77110770189181,3.78451943874355,13.4191883694968
12.8898315726826,16.8032360812956,4.27160491080725
8.99993887495219,9.13358043947993,8.1976032526962
6.03325382438865,3.53974698475802,3.62522154252405
2.53174156347148,3.87965007623858,5.80383946783903
7.75244988514991,11.1511779635849,6.42889702171328
7.60250094146426,16.8901789424173,8.6805214871666
11.9191844624712,29.786274301098,5.56798557301808
5.96492450234994,10.0562390702043,10.0615808508067
7.60560810090801,3.90923564588505,7.65871795059325
2.85427063492654,7.55265043712454,4.54053653959509
11.2094806325072,8.24466218521287,8.27288259224012
4.86166459769206,3.48564162040265,8.30024000837169
6.65267428970202,7.7105867962131,17.9003281641478
6.07406636255319,15.437940789376,11.1966211847316
11.8744207450916,4.76940072099482,12.0116103267388
10.190785219539,26.4006575112964,14.4313438397886
2.83246143102897,12.491629951619,12.3971543938175
8.60228720551835,5.50658553737783,7.6844144794975
4.91827983657044,9.40571251892744,32.8840066964037
9.11199286803718,12.5158400651156,1.41677707993317
3.47708049648006,6.91995155430841,2.03362639757251
7.68711031864786,9.28025303113639,3.54836651967336
8.23818504609363,22.3928356171139,12.8810990696544
10.3790056214569,2.99366088944766,19.279661403992
5.07190293712264,10.6248533891506,5.87747003158915
8.43954850805924,5.30600740470449,4.32202465579956
6.44279312381458,8.32994623144218,11.3785741140882
6.38856364779887,2.83237229771042,17.1417861621615
30.5495386138022,4.28893437162375,4.74141872122658
5.81858938102145,37.4179630579392,8.51725197871597
8.40588439111965,6.98180584052479,3.06214422362994
4.4392218100296,5.74237772241584,8.006603727065
4.86231400526338,12.8199574163833,5.57371182804268
6.32738521242213,4.10621196730379,11.5146077907886
8.33426674969968,13.4402495674887,14.0352435447737
2.9076797273228,5.57032205778841,6.80073026528395
4.14969015408991,7.45512337811251,9.0403285986575
3.99973824519692,15.8190834728569,12.9344096275407
25.0105565736486,16.8559052361631,3.30113008089277
3.65654763101484,4.75583332802324,4.81573410718862
9.92972177914441,24.3649171099725,7.17659747552926
8.25480370268483,4.02913482135277,10.3648167209391
7.81492217335133,41.0962460251056,8.1560697221921
3.36681653114155,6.31462081793582,2.32799517565237
10.3263311191692,8.78906053042351,8.25590530351068
6.14149906860205,4.73299549996815,9.73743787611726
17.8579534151702,4.1419848509049,6.51799577958196
11.214246436334,9.68407416263953,24.3650800265485
5.67137851412558,11.6743101688441,8.04958394461223
3.49401005740274,6.35690308318951,7.5571620237692
11.5682162555907,7.14050075724185,13.1302992867167
6.6519466628296,5.89769832187989,6.78142845487744
13.9764967980961,5.98693757046317,12.2844276376035
13.821201726421,16.8986076456142,13.715645983136
3.54704797299566,1.4386236800671,11.4873075816592
2.37076047427135,7.65055280823271,8.85210954136133
5.96303644320492,8.65529057128784,14.2247687910438
6.94482958414028,8.43001110940101,6.58498548356845
4.84774006439299,8.08298029376052,24.0546905768595
6.81799622429731,20.296375797434,13.1843892667635
9.66362499822774,3.05440657129042,7.6431953238665
1.33691852127271,8.3306299948392,3.29398970799504
2.82734807444758,3.12178470371106,12.4916623431999
3.30080113855996,15.1539110684569,12.5804844123259
9.09466996156095,4.87581234791045,27.9223640699676
3.29406074095033,5.4296536186753,5.59389705137011
5.09265461538576,6.56469592538074,9.12335257034323
3.28891991865344,10.102234655125,17.135331325949
9.03604129360335,7.94904806584652,12.2449766332049
10.1925009842298,7.55987023701551,8.46042977759798
7.12911545180486,16.8780971369635,6.56864555223973
4.81490496436185,6.3773763083712,3.29662147844647
