"c1","c2","c3"
-0.700199342410385,2.13350381169504,-2.10770209133543
-0.717352901235514,-0.537146868290335,-0.999366676379274
0.0784963093541083,-0.0346154149199827,1.40920082722901
-1.37978491926826,0.273336175349189,0.0116087650156384
0.900720398940911,-0.486185995223271,0.439720293985428
0.521625904223701,-0.513638660480095,3.92294959866123
-0.409037019958579,0.296245243290094,-0.572443455844549
-0.320841401628723,0.709073109896275,0.168886374878376
0.342477829929775,-1.41864865845851,-0.569382017818245
-0.952751648461466,0.486688844669517,-0.425918724621596
0.996568891030726,-0.409143185331169,-0.931791187468175
-1.06449683646769,0.315842749089852,0.578862293190526
0.504979445955521,0.715410852249475,-1.39373010158311
0.15904201209421,0.36905825224208,-0.745755503186598
3.68992147032717,0.23307678985956,-2.184459762454
0.537642972735281,-0.0163625874482559,-0.020440055430598
1.69716236233679,0.0854501484394442,1.54848395249989
0.770003119916195,-0.510168763344178,1.0101663539129
-0.0306512813663978,1.5139072119155,-0.731705046137898
2.93461009776304,0.244030463570924,-1.73203714729376
-0.774326763394536,1.12567735271093,0.254339719830898
-1.13784216494417,0.230885984963315,0.310904674753202
1.16897607377089,-1.80176222264444,0.139618486865353
-0.768723349976575,1.07942744969512,-0.455487186241666
-0.0936490971191203,-0.82966751787821,1.53758861774042
1.14005114622302,1.38220654424166,0.718732300593548
-0.738697408741355,0.70125443773827,-1.24294380975208
-0.0713309048975262,0.308673787120886,-0.362411888302696
0.552109723517707,-0.968943293705038,-1.3687288232077
1.67469077319807,0.294238941540306,-0.943816987681139
-0.11682962066383,2.3976772461132,-2.31041658540019
-0.609457623393343,0.0381157707632822,-1.24753607996113
-0.694100508701653,0.603354357111853,0.0620544758912437
0.509687503911799,2.06154917300184,0.410371200343966
1.34945220786154,1.70884108421429,-0.0320849132521332
-0.638823830330808,0.152464689035617,0.0638399252632448
0.40599017560399,0.108878420713676,-0.635254722728923
1.65785666603154,0.634270383108729,-1.22131121810298
2.32113213261227,-0.296418159722989,-0.961994264449204
0.192257196433103,-0.338631873427244,0.252113710215765
0.0559254069187435,1.59811401651427,1.09059339065754
-0.65152147928383,-0.494197053651445,1.83640645054404
0.477834677301404,-0.466378184217912,-0.608067979013085
-1.12369717667171,0.373900285107199,-0.206232761115195
0.0273110590954324,2.81170191724296,-1.29059407762572
-0.565547145826379,1.41123972100696,-0.101225473097205
-0.775329572325016,0.798541725783745,1.97250053809434
-0.205043837457978,-1.38285060438224,0.339517445444996
1.65877802168735,-0.790214685358627,-0.355676151374121
0.153629298559766,1.40414033557462,0.357532578311766
0.686634701461653,-0.490555429819211,-0.0343041850559051
0.11325758257671,0.534606552147173,0.753102254034612
0.394577554272606,-0.0180718427968996,1.65779389554593
1.1122957286335,-0.854168489796337,1.63097780078806
-0.797472443031977,2.46347718222789,-2.3717041764478
0.425194627040089,-0.268870292314655,-0.205868147041457
-1.19856013542217,-1.49942142086953,-0.851137358516946
-0.436476828325394,0.0216295719482157,0.394805166815469
0.0533989684013143,0.737314426598602,0.420668907528861
-0.60252785169515,1.67607844958982,0.913760066621667
-0.896629186515807,-0.513243520928814,1.11329232728482
-0.172206784911065,1.05917448566322,1.42815984375638
-0.602077175069601,0.745932513683513,0.584239001593355
-0.204812463406746,-1.15981943462853,0.755246987781378
1.83752500591932,-0.147275401977264,-1.16434600482373
-1.82220842628949,-1.04776335273877,-1.23670707169262
0.543932385755551,-0.315394369943205,1.59157866230611
-1.36890857107075,0.440218384461833,-1.09949706670337
-0.550769448918419,-0.105860856495466,0.142220894707862
0.416144243091498,0.261632126187614,-0.428702253767403
1.06653343549028,0.539027607214875,1.63949851931969
0.283471532288352,-1.42908009924925,0.270758266531892
-0.613410341345124,-0.506244222597758,2.04056988889961
-0.193097255260013,0.180477247041344,-1.80013686724872
-1.87452831981704,0.420594665659797,1.28012131377201
0.612295504325795,-1.07707491219665,0.725551860591747
1.07269439730334,0.611609846752528,4.0932588592271
-0.835220445878548,0.152316399403507,-0.563743360122129
0.929269128226505,-1.4522724277189,-0.302741474787107
-0.0562523455731894,0.255541260767907,1.40721414335749
-0.727527055167673,-0.531759526942743,-0.501243242012303
-0.711862718246754,-1.73611809692539,-1.30889851555415
1.90327888748869,0.224750166819857,0.733161395655717
1.8986902638958,-0.994454254308886,-1.24373151481014
0.217068151992801,0.579273410183466,-0.784833878571968
-1.22530836803244,-1.33574632058718,-2.10592875621176
-0.945311405287202,-0.243391876559993,2.05366351746393
-0.489511917917659,0.819693125255086,1.97932096159502
-1.98208674248337,-0.892612678761174,1.78586661550654
0.306048255332899,1.28706816473347,-0.293757375286191
-1.16629978287079,-0.151152054844043,-1.37788801821152
